transaction_id,customer_id,customer_name,product_id,product_name,category,city,purchase_location,transaction_date,quantity,price,discount,payment_method,payment_status,email_masked,phone_masked,revenue
25,249,Alyssa Henderson,102,Phone,Electronics,Bangalore,online,2025-08-29,1,70000.0,0.3,Card,successful,A*******@gmail.com,99******09,49000.0
26,149,Ashley Mejia,106,Sofa,Furniture,Chennai,offline,2026-01-28,1,80000.0,0.05,Cash,successful,A**********@outlook.com,68******43,76000.0
27,927,Bradley Sparks,105,Tv,Electronics,Chennai,offline,2025-11-13,5,45000.0,0.2,UPI,successful,B************@gmail.com,82******14,180000.0
28,868,Timothy Henderson,107,Dining Table,Furniture,Hyderabad,offline,2025-11-12,1,50000.0,0.3,Card,successful,T********@gmail.com,65******86,35000.0
29,1,Karen Pollard,109,Refrigerator,Home Appliances,Hyderabad,online,2025-06-28,2,65000.0,0.3,Card,successful,K***********@yahoo.com,71******63,91000.0
30,980,Alexis Andrews,106,Sofa,Furniture,Delhi,online,2025-07-10,5,80000.0,0.05,Card,successful,A******@gmail.com,96******41,380000.0
31,455,Morgan Wright,107,Dining Table,Furniture,Bangalore,offline,2025-06-03,4,50000.0,0.3,NetBanking,successful,M***********@yahoo.com,98******87,140000.0
32,367,Joshua Tate,105,Tv,Electronics,Delhi,offline,2025-11-14,4,45000.0,0.4,Cash,successful,J*********@outlook.com,98******16,108000.0
34,968,Keith Davis,107,Dining Table,Furniture,Hyderabad,offline,2025-11-09,4,50000.0,0.15,Cash,successful,K*********@yahoo.com,63******12,170000.0
35,390,Erika Knight,110,Microwave,Home Appliances,Mumbai,online,2025-05-25,2,45000.0,0.1,Card,successful,E******@gmail.com,88******25,81000.0
36,528,Kerri Rodriguez,102,Phone,Electronics,Chennai,offline,2025-07-19,2,70000.0,0.1,NetBanking,successful,K******@gmail.com,77******93,126000.0
37,46,Mallory Boyd,103,Shirt,Clothing,Delhi,offline,2026-01-07,3,1300.0,0.1,UPI,successful,M*******@gmail.com,69******49,3510.0
38,437,Carrie Landry,104,Shoes,Clothing,Delhi,offline,2026-01-21,1,8000.0,0.25,Cash,successful,C***********@outlook.com,99******06,6000.0
39,234,Kristin Taylor,104,Shoes,Clothing,Delhi,offline,2025-12-01,1,8000.0,0.1,Cash,successful,K************@outlook.com,61******10,7200.0
40,391,Catherine Beard,103,Shirt,Clothing,Mumbai,offline,2026-08-03,2,1300.0,0.3,NetBanking,successful,C**********@gmail.com,92******05,1819.9999999999998
41,743,Dorothy Davis,103,Shirt,Clothing,Delhi,online,2025-12-22,3,1300.0,0.1,NetBanking,successful,D***********@yahoo.com,84******00,3510.0
42,17,Duane Hall,105,Tv,Electronics,Bangalore,online,2025-07-11,2,45000.0,0.3,Cash,successful,D********@outlook.com,74******49,62999.99999999999
43,861,Tim Brock,105,Tv,Electronics,Bangalore,offline,2025-05-26,5,45000.0,0.4,Card,successful,T*******@outlook.com,88******91,135000.0
44,213,Nancy Lee,104,Shoes,Clothing,Hyderabad,offline,2025-05-14,3,8000.0,0.25,Card,successful,N*******@yahoo.com,88******42,18000.0
45,220,Maria Walker,104,Shoes,Clothing,Bangalore,offline,2025-11-23,4,8000.0,0.15,Cash,successful,M**********@gmail.com,73******10,27200.0
46,463,Kevin Cruz,104,Shoes,Clothing,Delhi,online,2025-04-27,5,8000.0,0.1,UPI,successful,K********@gmail.com,80******73,36000.0
47,429,Michael Welch,101,Laptop,Electronics,Delhi,offline,2025-08-27,4,250000.0,0.1,NetBanking,successful,M***********@gmail.com,96******50,900000.0
48,222,Emily Hernandez,108,Mixer Grinder,Home Appliances,Delhi,offline,2025-07-11,1,15000.0,0.25,Cash,successful,E*************@gmail.com,89******56,11250.0
49,971,Larry Ramos,103,Shirt,Clothing,Chennai,offline,2025-07-10,5,1300.0,0.2,UPI,successful,L******@gmail.com,89******14,5200.0
50,670,Fernando Kelly,106,Sofa,Furniture,Chennai,offline,2025-05-31,5,80000.0,0.15,UPI,successful,F************@yahoo.com,89******11,340000.0
51,485,James Harris,107,Dining Table,Furniture,Delhi,online,2025-07-12,2,50000.0,0.1,Card,successful,J**********@yahoo.com,84******57,90000.0
52,883,Charles David,104,Shoes,Clothing,Delhi,online,2025-07-17,1,8000.0,0.4,Card,successful,C***********@yahoo.com,60******22,4800.0
53,202,Amanda Reed,103,Shirt,Clothing,Delhi,offline,2025-11-03,1,1300.0,0.15,Card,successful,A*********@yahoo.com,65******99,1105.0
54,817,Nicole Ross,107,Dining Table,Furniture,Chennai,offline,2025-07-25,3,50000.0,0.25,Cash,successful,N*******@gmail.com,82******66,112500.0
55,801,Brandi Bryan,104,Shoes,Clothing,Delhi,online,2025-10-01,5,8000.0,0.3,UPI,successful,B*******@gmail.com,74******83,28000.0
56,284,Erin Richmond,104,Shoes,Clothing,Chennai,offline,2026-02-20,2,8000.0,0.4,NetBanking,successful,E***********@gmail.com,92******78,9600.0
57,72,Michael Wood,105,Tv,Electronics,Chennai,online,2025-12-31,5,45000.0,0.2,Cash,successful,M********@gmail.com,83******77,180000.0
57,72,Michael Wood,105,Tv,Electronics,Chennai,online,2025-12-31,5,45000.0,0.2,Cash,failed,M********@gmail.com,83******77,180000.0
58,873,Tracy Bass,101,Laptop,Electronics,Hyderabad,offline,2025-10-28,3,250000.0,0.15,UPI,successful,T********@outlook.com,68******34,637500.0
59,854,Dennis Dorsey,108,Mixer Grinder,Home Appliances,Hyderabad,online,2025-07-13,3,15000.0,0.15,NetBanking,successful,D***********@yahoo.com,70******16,38250.0
60,874,Samuel Patel,106,Sofa,Furniture,Mumbai,offline,2025-05-20,5,80000.0,0.25,UPI,successful,S*******@gmail.com,68******67,300000.0
61,507,Thomas Cameron,104,Shoes,Clothing,Delhi,offline,2025-12-23,2,8000.0,0.3,Cash,successful,T************@outlook.com,92******64,11200.0
62,736,Lisa Lee,104,Shoes,Clothing,Delhi,offline,2025-06-07,4,8000.0,0.05,NetBanking,successful,L*****@gmail.com,70******21,30400.0
63,182,Kathleen Castro,107,Dining Table,Furniture,Hyderabad,offline,2026-02-25,5,50000.0,0.35,NetBanking,successful,K*************@outlook.com,88******67,162500.0
64,341,Cory Alvarado,110,Microwave,Home Appliances,Mumbai,online,2025-12-14,3,45000.0,0.1,NetBanking,successful,C***********@outlook.com,76******55,121500.0
65,937,Nicole Woods,108,Mixer Grinder,Home Appliances,Mumbai,online,2025-04-22,2,15000.0,0.25,NetBanking,successful,N**********@yahoo.com,93******75,22500.0
66,164,Shawn Stewart,104,Shoes,Clothing,Chennai,offline,2025-04-16,2,8000.0,0.3,Card,successful,S***********@gmail.com,71******54,11200.0
67,188,Allison Oliver,109,Refrigerator,Home Appliances,Hyderabad,online,2026-04-04,3,65000.0,0.3,Cash,successful,A************@gmail.com,98******24,136500.0
68,603,Shawn Roberson,104,Shoes,Clothing,Chennai,offline,2025-09-30,4,8000.0,0.15,Card,successful,S************@gmail.com,64******75,27200.0
69,656,Adam White,104,Shoes,Clothing,Hyderabad,online,2025-08-29,1,8000.0,0.1,NetBanking,successful,A********@yahoo.com,90******07,7200.0
70,687,Robert Estrada,110,Microwave,Home Appliances,Hyderabad,offline,2026-04-05,1,45000.0,0.1,UPI,successful,R************@yahoo.com,86******73,40500.0
71,186,Dawn Garrett,105,Tv,Electronics,Chennai,offline,2026-01-23,2,45000.0,0.3,Card,successful,D*****@gmail.com,96******01,62999.99999999999
72,865,Jessica Patterson,102,Phone,Electronics,Hyderabad,online,2026-04-07,1,70000.0,0.2,UPI,successful,J***************@outlook.com,93******60,56000.0
73,523,Emily Cohen,101,Laptop,Electronics,Chennai,offline,2026-03-09,4,250000.0,0.1,Card,successful,E*********@gmail.com,91******27,900000.0
75,729,Elizabeth Hunt,108,Mixer Grinder,Home Appliances,Mumbai,online,2025-08-10,1,15000.0,0.1,NetBanking,successful,E************@outlook.com,89******21,13500.0
78,874,Samuel Patel,104,Shoes,Clothing,Mumbai,offline,2025-06-11,4,8000.0,0.1,Cash,successful,S*******@gmail.com,68******67,28800.0
79,977,Gloria Navarro,102,Phone,Electronics,Chennai,offline,2025-05-16,5,70000.0,0.3,UPI,successful,G************@yahoo.com,72******62,244999.99999999997
80,735,Elizabeth Kemp,108,Mixer Grinder,Home Appliances,Bangalore,online,2025-06-20,5,15000.0,0.05,Cash,successful,E************@yahoo.com,65******68,71250.0
81,704,Susan Thomas,107,Dining Table,Furniture,Chennai,offline,2026-04-14,5,50000.0,0.25,UPI,successful,S**********@outlook.com,60******32,187500.0
82,578,Kristi Wilson,101,Laptop,Electronics,Chennai,online,2025-06-18,4,250000.0,0.4,NetBanking,successful,K***********@yahoo.com,60******23,600000.0
82,578,Kristi Wilson,101,Laptop,Electronics,Chennai,online,2025-06-18,4,250000.0,0.4,NetBanking,failed,K***********@yahoo.com,60******23,600000.0
83,11,James Leblanc,110,Microwave,Home Appliances,Delhi,online,2025-06-28,3,45000.0,0.2,NetBanking,successful,J******@gmail.com,82******60,108000.0
84,379,Andres Stokes,105,Tv,Electronics,Mumbai,offline,2025-11-07,5,45000.0,0.2,UPI,successful,A***********@yahoo.com,81******61,180000.0
84,379,Andres Stokes,105,Tv,Electronics,Mumbai,offline,2025-11-07,5,45000.0,0.2,UPI,failed,A***********@yahoo.com,81******61,180000.0
85,108,Andrew Vazquez,101,Laptop,Electronics,Delhi,online,2025-08-30,5,250000.0,0.1,Card,successful,A************@yahoo.com,95******27,1125000.0
86,427,Kelly Mccormick,103,Shirt,Clothing,Delhi,offline,2026-01-09,4,1300.0,0.05,NetBanking,successful,K*************@outlook.com,60******70,4940.0
87,454,Larry Perkins,102,Phone,Electronics,Mumbai,offline,2025-11-04,1,70000.0,0.15,Cash,successful,L***********@yahoo.com,79******36,59500.0
88,975,Jacqueline Doyle,110,Microwave,Home Appliances,Hyderabad,online,2026-02-02,3,45000.0,0.2,Card,successful,J**************@outlook.com,81******90,108000.0
89,992,William Rose,107,Dining Table,Furniture,Hyderabad,online,2025-12-20,5,50000.0,0.15,Cash,successful,W********@gmail.com,69******06,212500.0
90,439,Billy James,102,Phone,Electronics,Mumbai,offline,2026-03-24,3,70000.0,0.4,Card,successful,B*********@outlook.com,89******74,126000.0
91,645,Joshua Burton,102,Phone,Electronics,Mumbai,offline,2026-01-05,1,70000.0,0.4,Cash,successful,J***********@outlook.com,67******88,42000.0
92,728,Lisa Miller,108,Mixer Grinder,Home Appliances,Chennai,offline,2026-03-28,1,15000.0,0.05,NetBanking,successful,L*********@gmail.com,87******95,14250.0
93,403,Taylor Ellison,102,Phone,Electronics,Bangalore,offline,2025-12-16,5,70000.0,0.15,UPI,successful,T************@gmail.com,82******32,297500.0
94,50,Stacey Henderson,104,Shoes,Clothing,Mumbai,online,2025-02-11,4,8000.0,0.25,Cash,successful,S*******@gmail.com,60******85,24000.0
95,478,Crystal Mejia,107,Dining Table,Furniture,Mumbai,online,2025-07-18,1,50000.0,0.4,Cash,successful,C***********@outlook.com,84******87,30000.0
96,153,Stephanie Hanna,110,Microwave,Home Appliances,Hyderabad,offline,2025-12-27,1,45000.0,0.15,Card,successful,S*************@outlook.com,96******01,38250.0
98,372,Brandon Gordon,105,Tv,Electronics,Mumbai,offline,2025-10-31,5,45000.0,0.15,UPI,successful,B********@gmail.com,78******02,191250.0
99,753,Kelly Ball,102,Phone,Electronics,Delhi,online,2025-10-07,3,70000.0,0.15,Card,successful,K********@gmail.com,65******69,178500.0
100,864,Cameron Black,109,Refrigerator,Home Appliances,Chennai,online,2025-04-20,1,65000.0,0.15,UPI,successful,C***********@yahoo.com,99******77,55250.0
101,645,Joshua Burton,102,Phone,Electronics,Mumbai,online,2026-02-19,1,70000.0,0.25,Card,successful,J***********@outlook.com,67******88,52500.0
102,1000,Shannon Haley,103,Shirt,Clothing,Bangalore,online,2025-05-30,3,1300.0,0.15,NetBanking,successful,S********@gmail.com,76******01,3315.0
103,909,Jacqueline Frye,105,Tv,Electronics,Chennai,online,2025-09-05,3,45000.0,0.35,Cash,successful,J*************@gmail.com,60******95,87750.0
104,788,William Wright,107,Dining Table,Furniture,Bangalore,offline,2025-06-30,2,50000.0,0.15,UPI,successful,W************@gmail.com,85******93,85000.0
105,713,Jason Griffin,107,Dining Table,Furniture,Hyderabad,online,2026-02-26,1,50000.0,0.05,NetBanking,successful,J******@gmail.com,89******07,47500.0
106,54,Jessica Hernandez,105,Tv,Electronics,Hyderabad,offline,2026-02-27,2,45000.0,0.05,Card,successful,J***************@outlook.com,71******54,85500.0
107,89,Joseph Davis,106,Sofa,Furniture,Hyderabad,offline,2025-03-09,4,80000.0,0.35,UPI,successful,J**********@yahoo.com,73******48,208000.0
108,724,Kimberly Winters,103,Shirt,Clothing,Chennai,offline,2025-06-22,4,1300.0,0.35,Card,successful,K*********@gmail.com,84******93,3380.0
109,128,Ethan Porter,104,Shoes,Clothing,Bangalore,online,2026-02-03,3,8000.0,0.2,Card,successful,E**********@yahoo.com,69******64,19200.0
110,264,Kelli Johnson,107,Dining Table,Furniture,Bangalore,offline,2025-08-25,2,50000.0,0.2,Cash,successful,K******@gmail.com,98******31,80000.0
111,637,Kevin King,106,Sofa,Furniture,Bangalore,online,2026-02-18,5,80000.0,0.1,Cash,successful,K********@yahoo.com,89******30,360000.0
112,381,Melissa Garza,102,Phone,Electronics,Hyderabad,offline,2025-09-14,1,70000.0,0.15,Cash,successful,M***********@gmail.com,69******06,59500.0
113,286,Carmen Sanders,108,Mixer Grinder,Home Appliances,Hyderabad,online,2026-01-12,4,15000.0,0.4,NetBanking,successful,C*******@gmail.com,88******19,36000.0
114,484,Eric Cabrera,101,Laptop,Electronics,Bangalore,online,2025-04-07,3,250000.0,0.25,NetBanking,successful,E**********@gmail.com,61******33,562500.0
115,270,Katherine Shaw,107,Dining Table,Furniture,Chennai,online,2025-12-16,1,50000.0,0.1,Card,successful,K************@yahoo.com,90******08,45000.0
116,756,Juan Mata,103,Shirt,Clothing,Bangalore,online,2025-11-22,4,1300.0,0.2,NetBanking,successful,J*******@yahoo.com,68******18,4160.0
117,937,Nicole Woods,107,Dining Table,Furniture,Mumbai,online,2025-07-28,4,50000.0,0.35,NetBanking,successful,N**********@yahoo.com,93******75,130000.0
118,206,Kevin Cox,105,Tv,Electronics,Chennai,online,2025-04-18,1,45000.0,0.4,UPI,successful,K*******@outlook.com,93******08,27000.0
119,822,Christine Rivera,101,Laptop,Electronics,Hyderabad,online,2026-02-24,2,250000.0,0.25,NetBanking,successful,C**************@yahoo.com,66******21,375000.0
120,618,Alan Torres,110,Microwave,Home Appliances,Chennai,offline,2025-09-23,5,45000.0,0.25,Card,successful,A*********@yahoo.com,73******05,168750.0
121,175,Shelby Casey,109,Refrigerator,Home Appliances,Hyderabad,offline,2025-05-30,1,65000.0,0.25,Card,successful,S*******@gmail.com,81******33,48750.0
122,549,Jacob Hopkins,102,Phone,Electronics,Bangalore,online,2025-05-17,4,70000.0,0.15,Cash,successful,J******@gmail.com,68******90,238000.0
123,387,Kenneth Rocha,110,Microwave,Home Appliances,Mumbai,offline,2025-06-30,5,45000.0,0.3,UPI,successful,K***********@outlook.com,63******83,157500.0
124,592,Timothy Medina,104,Shoes,Clothing,Delhi,offline,2026-03-04,3,8000.0,0.35,Card,successful,T*******@gmail.com,70******01,15600.0
125,580,Meredith Walker,107,Dining Table,Furniture,Chennai,offline,2025-10-13,2,50000.0,0.25,Card,successful,M*************@yahoo.com,78******46,75000.0
126,17,Duane Hall,101,Laptop,Electronics,Bangalore,online,2026-02-25,1,250000.0,0.15,Card,successful,D********@outlook.com,74******49,212500.0
126,17,Duane Hall,101,Laptop,Electronics,Bangalore,online,2026-02-25,1,250000.0,0.15,Card,failed,D********@outlook.com,74******49,212500.0
127,115,Linda Graham,101,Laptop,Electronics,Chennai,online,2026-03-24,1,250000.0,0.4,UPI,successful,L**********@gmail.com,86******68,150000.0
127,115,Linda Graham,101,Laptop,Electronics,Chennai,online,2026-03-24,1,250000.0,0.4,UPI,failed,L**********@gmail.com,86******68,150000.0
128,710,April Moore,101,Laptop,Electronics,Mumbai,offline,2025-07-22,3,250000.0,0.3,Cash,successful,A*********@gmail.com,97******76,525000.0
129,150,Donald Bradley,104,Shoes,Clothing,Mumbai,offline,2026-01-17,5,8000.0,0.4,Cash,successful,D*******@gmail.com,63******20,24000.0
130,149,Ashley Mejia,103,Shirt,Clothing,Chennai,online,2025-11-23,1,1300.0,0.15,Card,successful,A**********@outlook.com,68******43,1105.0
130,149,Ashley Mejia,103,Shirt,Clothing,Chennai,online,2025-11-23,1,1300.0,0.15,Card,failed,A**********@outlook.com,68******43,1105.0
131,274,Joseph Parker,107,Dining Table,Furniture,Bangalore,online,2026-01-06,1,50000.0,0.15,UPI,successful,J***********@gmail.com,79******06,42500.0
132,173,Joshua Smith,109,Refrigerator,Home Appliances,Delhi,online,2025-06-07,2,65000.0,0.4,UPI,successful,J**********@outlook.com,93******78,78000.0
134,702,Robert Jackson,108,Mixer Grinder,Home Appliances,Delhi,online,2025-09-30,1,15000.0,0.05,UPI,successful,R************@gmail.com,81******38,14250.0
135,362,David Wells,101,Laptop,Electronics,Bangalore,offline,2025-11-25,5,250000.0,0.2,Cash,successful,D*********@yahoo.com,76******22,1000000.0
136,863,Travis Morgan,101,Laptop,Electronics,Bangalore,online,2025-05-24,1,250000.0,0.15,Card,successful,T*******@gmail.com,71******57,212500.0
137,38,Laura Shelton,103,Shirt,Clothing,Bangalore,online,2026-02-08,4,1300.0,0.05,Card,successful,L***********@gmail.com,65******05,4940.0
138,432,Charles Nelson,103,Shirt,Clothing,Mumbai,offline,2026-02-22,4,1300.0,0.4,NetBanking,successful,C************@yahoo.com,90******74,3120.0
139,907,Jeffrey Mccall,109,Refrigerator,Home Appliances,Hyderabad,online,2026-02-17,4,65000.0,0.05,NetBanking,successful,J********@gmail.com,67******50,247000.0
140,400,Brenda Johnson,101,Laptop,Electronics,Chennai,online,2025-06-09,4,250000.0,0.1,NetBanking,successful,B************@yahoo.com,79******93,900000.0
141,180,Chelsea Meyer,103,Shirt,Clothing,Bangalore,online,2025-11-07,4,1300.0,0.1,Card,successful,C***********@yahoo.com,63******60,4680.0
142,137,Kathleen Douglas,107,Dining Table,Furniture,Mumbai,online,2025-09-26,1,50000.0,0.15,Cash,successful,K**************@yahoo.com,80******44,42500.0
143,313,Mary Lowe,107,Dining Table,Furniture,Delhi,offline,2026-12-04,3,50000.0,0.35,UPI,successful,M*******@outlook.com,66******40,97500.0
144,718,Rebecca Mills,103,Shirt,Clothing,Delhi,online,2026-03-21,2,1300.0,0.1,Card,successful,R***********@outlook.com,93******68,2340.0
145,975,Jacqueline Doyle,109,Refrigerator,Home Appliances,Hyderabad,offline,2026-01-12,3,65000.0,0.1,Card,successful,J**************@outlook.com,81******90,175500.0
146,311,Juan Murphy,103,Shirt,Clothing,Bangalore,offline,2025-10-29,2,1300.0,0.1,NetBanking,successful,J*********@yahoo.com,74******60,2340.0
147,111,Alyssa Mitchell,107,Dining Table,Furniture,Hyderabad,online,2025-09-08,4,50000.0,0.35,Card,successful,A*************@gmail.com,93******86,130000.0
148,139,Melissa Peterson,104,Shoes,Clothing,Mumbai,offline,2025-07-09,3,8000.0,0.25,NetBanking,successful,M**************@outlook.com,87******33,18000.0
149,644,John Parrish,102,Phone,Electronics,Delhi,offline,2026-04-04,4,70000.0,0.2,Card,successful,J**********@gmail.com,70******81,224000.0
150,917,Alexandria Marks,105,Tv,Electronics,Hyderabad,online,2025-04-11,2,45000.0,0.4,Cash,successful,A**************@gmail.com,88******19,54000.0
151,294,Jared Moreno,101,Laptop,Electronics,Hyderabad,online,2026-04-01,1,250000.0,0.4,NetBanking,successful,J******@gmail.com,66******09,150000.0
152,171,Michael Church,105,Tv,Electronics,Hyderabad,online,2025-06-26,1,45000.0,0.3,NetBanking,successful,M********@gmail.com,86******81,31499.999999999996
153,1,Karen Pollard,108,Mixer Grinder,Home Appliances,Hyderabad,offline,2026-04-10,3,15000.0,0.15,NetBanking,successful,K***********@yahoo.com,71******63,38250.0
154,835,Juan Watkins,102,Phone,Electronics,Delhi,online,2026-01-31,4,70000.0,0.3,UPI,successful,J**********@outlook.com,79******80,196000.0
155,363,Leonard Travis,105,Tv,Electronics,Delhi,online,2025-06-07,3,45000.0,0.1,Card,successful,L************@gmail.com,90******72,121500.0
156,334,Brenda Gonzales,109,Refrigerator,Home Appliances,Chennai,online,2025-05-11,5,65000.0,0.3,Card,successful,B*************@gmail.com,90******83,227500.0
157,39,Megan Jones,102,Phone,Electronics,Hyderabad,online,2026-01-03,1,70000.0,0.25,UPI,successful,M*********@gmail.com,72******86,52500.0
158,892,Logan Hayes,110,Microwave,Home Appliances,Mumbai,offline,2026-02-17,4,45000.0,0.15,Card,successful,L*********@yahoo.com,64******03,153000.0
159,570,Donald Carter,103,Shirt,Clothing,Chennai,offline,2025-05-08,1,1300.0,0.2,Cash,successful,D*******@gmail.com,79******19,1040.0
160,152,Levi Leon,109,Refrigerator,Home Appliances,Chennai,online,2025-06-06,3,65000.0,0.15,Cash,successful,L*****@gmail.com,66******06,165750.0
161,944,Julie Rodriguez,104,Shoes,Clothing,Delhi,offline,2025-08-29,3,8000.0,0.1,Cash,successful,J*************@yahoo.com,74******79,21600.0
162,197,Gabriel Mills,103,Shirt,Clothing,Mumbai,online,2025-11-15,5,1300.0,0.25,NetBanking,successful,G***********@gmail.com,84******37,4875.0
163,256,Nicole Williams,104,Shoes,Clothing,Chennai,offline,2025-10-08,2,8000.0,0.15,NetBanking,successful,N*******@gmail.com,92******32,13600.0
164,993,Julie Wade,109,Refrigerator,Home Appliances,Bangalore,online,2025-04-21,2,65000.0,0.2,Card,successful,J********@outlook.com,74******25,104000.0
165,525,Laura Barajas,106,Sofa,Furniture,Bangalore,offline,2025-08-09,1,80000.0,0.05,Cash,successful,L******@gmail.com,85******00,76000.0
166,976,Paula Rogers,101,Laptop,Electronics,Chennai,offline,2025-11-13,5,250000.0,0.25,UPI,successful,P******@gmail.com,87******25,937500.0
167,820,Mary Goodwin,103,Shirt,Clothing,Delhi,online,2026-03-09,3,1300.0,0.2,Card,successful,M**********@yahoo.com,85******01,3120.0
168,92,Kelly Chang,101,Laptop,Electronics,Chennai,offline,2025-06-03,5,250000.0,0.25,Card,successful,K*********@yahoo.com,94******79,937500.0
169,721,Robert Villa,102,Phone,Electronics,Mumbai,online,2025-10-31,5,70000.0,0.35,Cash,successful,R**********@yahoo.com,82******53,227500.0
170,893,Taylor Walton,110,Microwave,Home Appliances,Delhi,online,2025-04-29,4,45000.0,0.2,UPI,successful,T***********@outlook.com,71******86,144000.0
171,871,Joel Hall,102,Phone,Electronics,Chennai,online,2026-01-20,3,70000.0,0.2,UPI,successful,J*****@gmail.com,89******29,168000.0
172,5,Kathleen Olson,103,Shirt,Clothing,Hyderabad,online,2025-04-16,5,1300.0,0.3,Cash,successful,K************@gmail.com,64******05,4550.0
173,368,Emily Scott,107,Dining Table,Furniture,Mumbai,offline,2026-02-20,4,50000.0,0.3,Card,successful,E*********@yahoo.com,91******34,140000.0
174,97,Joseph Nolan,105,Tv,Electronics,Bangalore,online,2025-10-09,2,45000.0,0.4,NetBanking,successful,J**********@outlook.com,95******93,54000.0
175,22,James Walters,110,Microwave,Home Appliances,Chennai,online,2025-09-13,5,45000.0,0.05,Cash,successful,J******@gmail.com,65******42,213750.0
176,260,Cynthia Fields,107,Dining Table,Furniture,Chennai,offline,2025-09-20,5,50000.0,0.4,Cash,successful,C************@gmail.com,68******11,150000.0
177,164,Shawn Stewart,107,Dining Table,Furniture,Chennai,online,2025-09-04,4,50000.0,0.05,Card,successful,S***********@gmail.com,71******54,190000.0
